Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bahrain","BHR","7269677350.3829","8019575008.84768","8893877684.79782","10081951683.2776","12095581021.5616","14712829242.3576","17145495877.3772","20366264292.8261","23250133028.7215","22319249146.4678","23537595266.5205","23565934211.0187","25891670663.5246","28558187602.5399","28074765039.6561","31086070125.9965","30426495530.7257"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bangladesh","BGD","55712709024.3031","57006615191.3699","57885640079.8332","62202314641.6736","69524380790.8107","76597955075.9008","80892580829.1053","86321645143.7238","95700163126.4346","106129586446.968","118314369980.501","133342228078.985","146862450772.408","158832995139.035","171249782593.24","191313744326.217","216290491978.893"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Barbados","BRB","2970339377.97922","2962290225.66922","3004683496.01074","3207654691.34195","3467728253.95416","3737203061.38996","4004507916.1973","4298077911.75375","4432547003.80926","4335901139.49677","4401760918.78043","4305701429.20755","4498819931.05269","4498409177.42725","4439160557.17622","4351719701.21021","4334794164.19521"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Belarus","BLR","13789911272.8793","12923860564.9874","13640319418.7085","15937561788.9524","21170212854.6121","27219212791.604","33759615816.6515","41172719671.4323","52095424949.1","53151411216.3984","57701752582.0971","58830723028.7996","62670148786.2806","66394632812.4221","71987404645.2938","63736552644.3228","53418376583.517"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Belgium","BEL","266898059136.103","252312262496.621","249289062420.764","281422137369.728","343542198502.188","396646508720.659","422242261648.752","454524132447.623","500420148254.787","499542662024.805","522086629329","520149232654.601","525186567187.905","530055394119.68","526434299650.302","498694955284.968","483166155183.222"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Belize","BLZ","779751684.965213","801137273.821745","845928745.510383","929562132.055952","992507332.56899","1041249697.84653","1099957729.20019","1115746782.51213","1206063789.61195","1278081105.78472","1257609500.06702","1362848403.43167","1435273633.96727","1483449586.40676","1540384282.16292","1644345665.80972","1643357207.34439"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Benin","BEN","2691398094.61305","2760552617.99682","2832306435.77978","3301916385.43014","4116860860.45766","4796421315.09816","5168917902.71685","5695934755.61176","6552883600.32427","7085543056.34618","7246766542.3595","7558482008.87038","7983239656.41165","8915215706.52326","9541702641.94383","9160292814.83346","8934491137.69649"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bermuda","BMU","","","","","","","","7633498267.85062","7864787750.08338","7323676392.59775","7192513833.17832","6942456235.84222","6873693138.65871","6899462134.79822","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bhutan","BTN","438794480.54991","476373452.665972","516184443.557332","586131471.874117","680300627.038813","797661159.71477","894180872.303584","1112865113.25861","1214273463.85262","1296285018.86694","1430276271.2006","1592524546.86182","1721775938.86816","1758910380.4828","1809469331.87546","1844513838.14314","2000473715.87825"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bolivia","BOL","8287322537.18825","8178351054.64696","8013282647.19987","8087318355.85922","8660872971.91312","9396877378.2063","10417503109.9376","11706828027.4324","14340350175.8728","16050435913.7676","17924588206.2404","20274238997.1922","23313229274.5702","27255049593.6641","30352501216.6998","32208420025.0129","33490502864.3964"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bosnia and Herzegovina","BIH","5571967140.63511","6029457851.59511","6637842375.19053","7691983335.62342","9623585514.57736","11758845173.8585","12985587359.9284","14741207084.8849","17769771264.3752","18586613775.8784","18361854142.5265","18340010180.2636","17987435815.0973","18664823552.775","18449636214.2126","17865081902.0599","17377628141.8376"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Botswana","BWA","5217033317.76701","5465280228.63335","4991383257.85551","5851631446.73585","6928491162.79127","8881531306.75518","9983426335.22159","10750130104.6541","10992333008.1811","10405708783.6076","11223879133.9978","13597773851.7615","15263217698.5756","16135685600.9437","15943551262.1319","14747102302.773","15203664204.3489"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Brazil","BRA","675789947650.662","585431843679.576","550575606492.291","536557435853.574","609961390992.273","736118048660.312","898024128812.843","1152665899812.82","1427340640679.63","1572420193911.65","1891074114272.57","2188472202619.47","2463466436793.65","2576100818721.48","2454179568754.29","2080012848928.34","1839686934332.13"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","British Virgin Islands","VGB","","","","","","","","","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Brunei Darussalam","BRN","4892094612.36351","5465151257.7887","5942531887.29554","6290382174.72331","7184962887.2025","8429133526.82658","10210159494.3845","11595950040.9033","12956614022.6802","12460515797.7028","12942642447.6753","13983786699.8792","16906557353.8286","18329233026.3448","17675337794.4163","16111237317.7553","13920155138.5618"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Bulgaria","BGR","13508111437.359","14088502359.6596","15312720876.671","18299674082.3644","23399787480.9253","28910328079.9647","32426538958.8031","36343550548.6256","45705762176.8696","50236398615.887","51608640125.9338","53080718430.8706","54186637397.1035","55318281107.9558","55763098434.2345","53693625140.0399","54057789660.7945"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Burkina Faso","BFA","2861636352.78089","2902779674.95038","2963204044.44238","3604819349.7611","4460290910.40737","5485925499.46333","5995917377.21995","6530098263.32043","7605118680.18781","8341924788.23864","8828335623.41623","9631721006.24755","10827854177.4754","11816462112.2004","11925322947.1613","11297252239.9665","11408506868.9571"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Burundi","BDI","859340957.827909","843865403.332798","862872242.206565","827371837.115563","887399105.827599","995645970.011346","1175383857.86099","1343416577.79126","1525194944.31045","1651965519.0478","1858616904.37402","2111617801.04119","2389492833.66949","2649356245.28687","2873478482.15457","2871817110.39809","2943230476.11181"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cabo Verde","CPV","601942765.261182","586845302.858254","576410757.154669","683635767.551694","868858237.740604","1001825604.22381","1078061577.44072","1338202130.39496","1587097765.06859","1693360902.39208","1672995830.74231","1750808503.10063","1738558063.49841","1791702698.57926","1745111394.87741","1685520839.83201","1639880634.52312"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cambodia","KHM","3657595026.43581","3876679653.04869","4014092859.19993","4542950446.02976","5290233016.54388","6164301624.41218","6979365691.52529","8050566120.44706","9277305232.61672","9818655539.34738","10701438315.2515","11790473010.784","13030075817.5196","14539145936.9063","15573069863.2985","16465389427.7753","17913898279.4136"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cameroon","CMR","10322550319.0302","10167267594.839","10342065860.9489","12292058002.3021","15668036367.8054","17826744288.7893","19375447683.4515","20865278558.1024","23846163921.5245","26117766120.8875","27010694085.0812","28242062102.5751","29311897680.8491","31484882121.4373","33673650909.5534","33514546891.1222","32823271359.8022"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Canada","CAN","695713477173.78","714197996190.432","736827762643.561","803347612377.975","939774556195.714","1102415850391.87","1230422525401.27","1362354456038.44","1489866837246.01","1449748724883.65","1508743137996.92","1616214285519.96","1768641325749.68","1849762564044.85","1845393499052.34","1700568421615.6","1591321283579.92"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cayman Islands","CYM","","","","","","","","","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Central African Republic","CAF","937849834.756519","954724557.359825","961892548.667853","1003997988.55908","1203713341.51848","1354636824.03665","1453934116.79138","1600364095.55557","1789046042.06818","1965534824.81666","2069652128.20702","2154528583.72284","2235517790.661","1464728166.67598","1541970712.90618","1638326391.93018","1723342597.70422"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Chad","TCD","1505642209.89924","1618836071.47472","1754605601.48628","1999093085.59403","3253426098.29431","4738569685.48888","5547862866.77082","6838801438.65144","7801183015.60274","9586075040.3831","10836185362.1595","10924144856.5338","12231688866.2818","12844539487.7707","13345689279.0116","12420642860.8311","10397873744.9958"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Channel Islands","CHI","6310777788.60498","6181740931.1618","6091305469.92452","6503284141.60544","7587639534.09441","8535539357.72342","9294673635.12266","10240936484.3354","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Chile","CHL","77651817812.7441","74542047451.0208","71191891260.3191","71480908743.945","83031647566.4447","100395850444.24","120009160188.199","143522052277.521","168014759403.805","167900941226.737","183264312202.052","212443059886.813","249442308530.758","268236782798.998","266667278093.031","253499934621.754","240476944805.607"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","China","CHN","1181545268968.97","1287525564211.01","1423131569873.26","1648275876486.48","1959579219658.51","2295108727607.9","2706545225091.67","3310849593447.07","4106005860085.48","4906167803930.67","5810912041729.88","6798155266064.74","8027337163774.01","9223788349188.01","10264903104174.9","10897469726624.5","11380444692237.1"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Colombia","COL","93539833471.7215","94087782119.728","97016080545.6313","98469986212.9831","110143195401.381","126539572290.441","150477933982.59","180452111795.396","209435564787.444","231027116189.903","254309260142.626","286976366156.397","334868759298.303","367485714373.6","380916805832.576","344108746356.221","308997882178.775"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Comoros","COM","229232083.560576","225321010.109845","224226283.426366","265603797.733557","327555343.197211","386070788.148105","411646021.481914","435545554.774806","478045560.789549","522774525.712351","542556326.1329","566084904.866529","583692591.081485","617776725.428507","630054765.93628","612558781.558323","612409068.052598"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Congo, Dem. Rep.","COD","6351348316.62315","6736847686.57131","9656903117.37568","8651034121.0321","10160866713.6775","11227938622.7263","12935882932.8654","14967629539.6774","17289555195.9483","18779553085.156","20430702833.5733","22402541092.9558","25959161867.329","29061037765.8824","32572789623.0464","34874238325.1173","36116712126.3006"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Congo, Rep.","COG","1766723632.65222","2027233756.70103","2225187598.01884","2363432968.37877","2689115218.37642","3449714920.92048","4416133831.95502","5241184955.3859","7177054939.44816","7806220437.97322","9071292743.99376","9315551995.82599","10773535682.0929","11527752273.7847","12255608373.3402","11723289157.0329","8719368438.28252"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Costa Rica","CRI","14033504796.2154","14737948012.0875","15356487630.1116","16672411966.943","18378857859.4499","19748319902.6098","21818332682.4177","24855763580.8188","28417822795.0859","29340531555.2538","32867968705.8149","37057200172.6165","42886688319.8925","46180020885.8227","48529652976.9077","50473105578.4694","52622194365.6862"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cote d'Ivoire","CIV","10611344473.4136","9982449219.99398","9729039719.62849","10859088587.0631","13816621702.2255","16996568791.4101","17484566415.1737","18496184728.3303","20988775094.6181","23284293766.8847","24421385197.9933","23624191739.5116","26619595870.8774","29354874235.4974","32978849563.3041","34508761424.0381","36048290831.8762"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Croatia","HRV","23407212521.5388","23061135174.9105","24280671132.9158","28802120122.932","36716323206.6793","43856685069.0327","48813167745.7501","54804581586.9574","61935989061.6998","61178437331.6435","60912231372.9638","60287521154.1508","57537886454.0285","57640123393.4017","56271175081.6887","54435193353.0996","51313503838.4759"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cuba","CUB","29128253956.5174","30766149187.0312","31589119970.8747","34760627683.6337","39239871960.716","44604188548.8507","50980928076.3518","56233242040.3526","61343665258.895","61970909043.3995","63021318048.9338","66620482587.4851","70683409177.8804","74969137046.1458","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Curacao","CUW","","","","","","","","","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Cyprus","CYP","10315733355.8674","10305614385.8907","10630479105.2634","12304854785.9787","15229701566.7181","18053798991.4312","19739708431.9652","22267291032.8029","25243510959.9913","26309940307.5672","25988385607.0396","26806593025.4609","25011983632.3253","23311571647.2086","22644891861.3379","22216909747.1185","20802190897.6876"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Czech Republic","CZE","64727486036.8822","64500194752.2299","67461408619.8739","82110494956.0217","104169595980.168","126537443389.578","142603436939.354","162137205672.644","190041023673.736","194803012997.252","201162263891.02","203845510476.862","203345784377.522","202628333452.761","197813770389.766","192515807733.77","186287426864.834"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Denmark","DNK","174391591847.459","168462168999.173","165975792752.01","187863247783.882","231167523994.155","268878397672.293","291089329943.496","304394830561.578","331766399990.622","331855242672.036","339645080875.113","345316378907.536","344718844940.718","354890349879.684","359299152044.363","341953521899.281","326439614016.934"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Djibouti","DJI","","","","","","","","","","","","","","","","1609541621.80772","1736863476.18159"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Dominica","DMA","250698696.92686","288834875.229899","304111603.207194","337061715.010944","357445786.77432","362569656.817852","387583179.556132","407435669.070274","449091065.61373","462245393.518652","476764635.466809","490821664.388578","486259204.166385","478316973.964329","501705831.216296","494399106.135062","523202380.080459"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Dominican Republic","DOM","22427375301.1103","22881265143.7122","24514387912.7339","23133175091.5561","22545512575.0496","26269036764.2021","31919286116.7344","41668903838.0743","45250455074.363","47324841218.2667","51729839152.786","54271597325.7113","57412119530.8741","59792804723.7931","63320388843.4704","65784971245.6262","68055762238.6901"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ecuador","ECU","19446095329.8549","19915456375.7321","22713803159.5564","28268122226.8729","34628972368.6906","39774777407.2139","43594533525.1645","47259892795.5087","56065932465.7801","60041655049.9618","65932448654.082","74305863288.3109","83365338499.697","91324643414.4248","97446191310.9115","96829951402.0322","95093785196.6286"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Egypt, Arab Rep.","EGY","97275152906.0295","100574757296.65","96330749449.4733","92984077161.2142","90581366056.1234","92777098033.8522","101673629415.571","120053287632.53","146928502459.017","172104568968.878","196206199437.461","216709616087.275","245214083857.201","268082872311.575","292388273559.351","310214098825.636","326403681069.551"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","El Salvador","SLV","12521297248.2378","13049455424.9478","13532600247.5738","14529603588.7272","15813216306.572","17084444655.1359","18168249336.7215","19440300178.3218","21010389923.7477","20454253265.4264","20772315972.5898","21758129179.0348","22395076178.1555","23349162175.9346","23930558225.1103","24512738746.8983","24949114361.3374"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Equatorial Guinea","GNQ","466800820.732524","571054434.869595","834424406.210477","817747261.281993","1235368024.26489","2915838580.57348","6359387171.72116","9529642753.30824","12267251926.8628","11300350922.4948","9409204243.68719","11376949894.4793","14289840217.7182","15091685759.8787","14841318793.3699","12671331018.1566","10075171530.7542"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Eritrea","ERI","696072845.230782","742638741.02678","749383257.9641","778771884.447063","922192926.181596","1100996798.60081","1183884595.78872","1244706195.43845","1252035686.31288","1501264214.51896","1792118045.90974","2313033852.03835","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Estonia","EST","5799700601.76662","6000211365.70059","6370463487.73638","7832225903.0547","10191533285.7576","13157672726.2491","15487840637.0938","18104309435.1957","20149533958.1466","19309347759.797","19358587695.4941","21062335694.4093","22356034032.1878","24091707331.0622","24779360214.4887","24177314112.5679","23466752946.4854"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ethiopia","ETH","8282808161.21496","8565169694.80662","8244554536.6872","8231634991.85733","10032643823.7982","12291510933.8849","14407106797.3601","17783871681.1864","23011340073.9446","28930389371.3394","33247716569.475","35237153541.1697","38143234740.3838","44574863491.6415","53613560416.935","60033906069.126","67708956117.6771"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Faroe Islands","FRO","","","","","","","","","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Fiji","FJI","1812796976.42867","1744288591.48226","1768004443.37409","1977875660.64359","2482547389.65769","2953066364.78867","3000663470.69435","3197679108.32404","3387428150.02295","3295947096.35032","3139459224.07431","3261146900.29623","3578012019.61461","4080876988.07452","4208280896.67723","4290204064.06486","4311315281.15022"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Finland","FIN","136751012170.655","133722027532.582","132678993546.253","149510376923.03","184041072776.512","210375644530.501","225091048559.784","243509116767.404","265228146847.995","259416667534.078","264585533301.117","268939441677.994","263522150764.599","267685631199.895","267563523261.683","255483913005.122","247519871006.536"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","France","FRA","1531496158148.7","1468542521094.08","1432072773361.71","1619651018148.24","1975011333761.08","2273810395505.54","2413351474314","2575090427939.33","2799397255241.29","2830353802269.15","2847766178869.17","2887312478699.62","2821146556487.93","2861768771381.32","2848975318578.78","2712170977663.76","2592777165998.22"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","French Polynesia","PYF","3794350984.91764","","","","","","","","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Gabon","GAB","3800818497.27991","4307139621.00257","4637395869.21225","5103120125.11482","5821422178.33492","7660188889.97537","8205070344.88185","9695518933.62441","11099714300.2866","11878817795.7601","12717254143.78","13648516810.31","15885845585.9076","16952071171.6677","17561864201.7619","15520240283.9339","14204955742.7256"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Gambia, The","GMB","821354094.413302","758143773.915492","624788689.99512","572473266.318677","593152942.686575","586281448.402442","625039096.045628","705937116.138344","840542453.988601","935901248.107935","977538407.901011","888062510.829849","921008361.026961","933045973.640945","874522513.034536","865257810.114448","880507984.560909"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Georgia","GEO","3298014346.49044","3151035304.95504","3362787637.81719","3926267231.04657","4749329388.02851","5916321130.99248","7399650487.50232","9162108859.8988","10746179746.3393","11161707420.2","11776582999.266","12781749936.559","14800794221.343","15992307111.2775","16730244771.5886","15323191278.4861","14259354494.5355"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Germany","DEU","2154663483622.21","2041095568815.3","1955614862403.06","2164886901171.95","2618466106372.05","2959403925028.03","3160529440839.76","3348290968232.04","3601764829828.02","3588451628670.96","3662447792644.47","3801607078155.49","3756626259235.85","3823385124122.85","3863960409242.44","3740427335184.76","3624637555852.14"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ghana","GHA","6465615375.55176","5838724980.92658","5507626443.94903","6555649347.65986","8152799565.4847","10029517557.9123","13313805685.4287","18132966082.1446","26965436864.424","28651164846.021","30539674907.7696","35158438874.0553","40126129006.1881","45546253425.1561","42851238903.5544","41086534674.6957","39332275439.8714"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Gibraltar","GIB","","","","","","","","","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Greece","GRC","144083261367.802","141926492613.506","143407657722.021","171569876919.297","214524082898.593","250104800436.081","270519302031.87","291121887816.088","317435712872.675","325785814568.154","307604467112.003","276816266243.288","259559585893.946","247121552246.118","241627098543.423","220345087868.956","203369077097.454"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Greenland","GRL","1140090031.57635","1092766065.50401","1061822407.9953","1160098784.9285","1464484828.16695","1760579236.01078","1716592999.79808","1967919937.1306","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Grenada","GRD","473803173.894037","465625348.766416","482366734.330565","549948147.639675","558195564.996851","695779359.75659","674277917.149992","718749496.020392","766076349.680858","710523197.431586","737648476.02617","754212942.234397","755296328.697112","795576787.12549","867791289.7197","929821695.345836","976983667.039082"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guam","GUM","","","","","","","","","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guatemala","GTM","19387511961.6842","19122503367.9557","19718113397.0604","21102474291.7227","23788190689.3589","26273595212.5127","28912697419.0443","32432956759.0628","35977927043.2102","37367907252.5838","39442387515.6465","42567632293.4576","47212494756.5693","51643011233.6765","54989597689.724","58672123831.0497","62919285853.9878"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guinea","GIN","3325081119.75434","3057709362.28122","2990772246.18456","2968635316.57994","3339916922.48182","3271616054.63465","3493255741.13386","4190115086.62451","5631963501.52262","6150205727.24692","6649988342.13124","6632006681.67867","7057926934.53876","7379938827.63489","8014881347.85379","8348385663.87132","8928625479.48024"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guinea-Bissau","GNB","251677724.968655","307068110.842694","379389776.856332","423577330.970909","500050120.111323","575316388.083141","607214204.946461","658276537.587827","742792964.111781","830359928.49424","888391775.3468","997305571.468108","1004818322.30961","1050170492.75647","1087054565.02942","1105612763.15476","1164948573.58383"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Guyana","GUY","654468322.004538","645178183.161138","657783026.797079","680652833.596721","695620535.372697","785813287.678463","1060035690.76522","1388596584.0318","1833681772.73095","2000782468.50825","2200621342.23808","2425002667.0199","2748845044.85028","2948799540.2089","3081893910.36709","3118999485.85112","3276683601.1612"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Haiti","HTI","3995069226.69531","3855486552.89084","3590794629.17634","3363206072.60729","3409255779.39683","3748818514.35307","4446798444.29728","5239086441.76194","5968303662.00601","6676531045.56744","6503802002.93629","7132243973.56904","7756961902.51916","8361086384.27298","8710544129.31705","8710984923.81613","8524839811.8469"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Honduras","HND","5768791840.5493","6548462298.09761","7350361189.48591","7936678631.40201","8727049262.54802","9542118832.01135","10297729232.7152","11553219461.2922","12802645820.2869","13256082575.3477","14426028300.0528","15874121471.5101","16993823511.809","17626535666.2451","17931417573.3622","18747597400.827","19654758988.4148"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Hong Kong SAR, China","HKG","179502677070.185","176950165202.277","170419941589.028","177284919219.927","190747049698.137","196860746688.92","207670145003.221","221789303295.376","236230618383.118","225575844404.73","236167853962.01","252373378747.899","259861597545.7","276908280474.429","290892997879.121","300223390892.351","315259118907.481"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Hungary","HUN","47568239573.2358","49092555731.1808","53966866576.6363","67632458766.9705","87900370391.9307","105323339063.165","113764510377.658","118841853041.807","132624401057.828","133108161991.794","130992967337.435","130517900901.432","128087955191.622","132858480111.026","132755149580.624","127551868480.269","122637688915.96"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Iceland","ISL","8870253850.8928","8751434478.06853","8891971188.88096","9760934536.27816","12273619170.5467","15039285146.6351","16287795654.6471","19296466197.367","15915712073.0777","13380281789.456","11617347567.1765","12043121441.6957","13067900566.6749","15237429251.6878","15764177542.7368","16526500156.9542","18438783056.8961"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","India","IND","460785019958.551","478910757680.452","493480890334.325","566180857982.675","678049759040.414","804739225208.222","912540206708.959","1083413953299.87","1191623496341.41","1350265554947.48","1507910668841.01","1715265805260.8","1872096320985.25","1941116415235.89","2020999036099.57","2099220192893.59","2224659787397.08"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Indonesia","IDN","122450409459.164","154214850972.461","172499137485.743","198234185989.083","241393121387.257","276758984581.45","315565145516.75","371908892063.093","457090279931.007","512965798113.462","612253815558.796","737717018641.026","889278532542.621","939754625213.983","922995728689.024","886547499338.417","890618091431.442"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Iran, Islamic Rep.","IRN","115265507043.322","118683807110.694","126176993148.403","149942651347.69","173634123832.266","206637185289.606","245850040784.704","304880066370.03","356725246770.635","402585519489.394","457536042712.373","512303242833.085","539179512409.23","538264996617.4","507063110130.821","424105670038.381","438868943948.584"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Iraq","IRQ","","","","","","","55938618091.9289","71394849076.9566","103074220267.535","120478961288.78","136157943666.608","152577383732.434","201092662505.936","233741833512.281","235233971626.215","215095946977.751","201646639488.152"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ireland","IRL","91704876562.1948","93179986172.0231","98064250034.065","119715511164.167","153407381376.236","185588521731.864","205599237113.278","222536575009.698","229298621562.026","212732938083.221","204132381617.629","197474719264.241","191350006533.636","203553256442.651","218160503072.287","243815892370.518","256365245064.275"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Isle of Man","IMN","1683518143.57818","1732896870.30825","1828290525.31548","2137807376.60482","2653932592.09926","3108324046.533","3507012094.80426","5016083093.97414","5755502387.41731","5994008751.48735","6269793040.02159","6570240213.79899","6993381276.00976","7285869012.80364","7430743742.81495","6873650535.52919",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Israel","ISR","121165195630.454","123948451547.871","121936777264.472","124454882884.875","135640120226.165","148651169133.98","157048985923.945","171609364863.097","190741522894.774","204380371572.629","225505625154.996","244159498279.449","254546206908.805","276511810595.278","294049899541.489","302353870266.121","309784359150.961"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Italy","ITA","1242434514584.14","1200749571656.41","1177546440542.98","1333508859899.31","1627820069116.26","1877529927034.3","1989282901810.27","2093357193146.29","2221574735343.97","2227281089686.41","2234109718711.08","2237562911285.09","2143241298459.24","2130705743326.78","2112744174795.08","2002070763058.76","1922117131262.77"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Jamaica","JAM","8578461580.70291","8625605754.25507","8751080567.57663","9296157390.26099","9928625037.33031","10368130864.8734","11222300017.8546","11936225809.98","12686348028.3851","12059817103.0129","12303417331.0551","12990195684.3852","14130049301.8502","14326111399.033","14127608890.212","13597011230.5523","13349534142.41"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Japan","JPN","4595162800786.96","4675882499303.16","4434184873540.92","4479549240350.86","4899554578633.49","5182637712715.08","5105064678227.02","4959300110562.38","4975181428116.8","4967603590411.35","5562857597246.06","5992371028554.37","6315107709543.61","6152741865330.33","5593496346714.97","4942751515806.62","4825577489692.27"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Jordan","JOR","8567274167.15353","9061394865.81227","9456676775.69497","10334124152.5699","12048399937.1683","13476159434.3194","15063325327.5938","17075331718.5336","20189420546.1401","22964128470.8662","24890944668.5889","27003224655.4441","29422949248.2872","31920442727.8553","34069718801.97","35594302956.3771","37056807858.4643"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kazakhstan","KAZ","18739753183.048","20014866024.2447","22529561695.7909","26905726043.3247","34459306058.9636","44610524386.2237","59055269125.0095","77039063903.0234","96383955510.9997","109131807197.214","121371416098.975","137061182367.576","166922826921.629","201746170166.31","208947034276.036","200364184402.784","156647523117.132"
